Question,Answer
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹833.02 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹907.98 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹652.85 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹618.88 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹140.36 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹683.68 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹613.47 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹895.11 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹515.94 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹293.09 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹689.42 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹148.53 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹933.3 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹336.75 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹223.73 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹236.47 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹647.11 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹268.57 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹405.89 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹643.98 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹183.11 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹878.64 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹702.09 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹823.59 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹294.56 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹533.14 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹975.5 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹707.21 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹775.91 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹617.36 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹922.52 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹81.91 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹40.19 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹943.79 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹411.9 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹759.53 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹368.11 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹27.9 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹670.09 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹790.76 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹769.88 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹262.6 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹520.44 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹624.75 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹496.27 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹368.54 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹942.94 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹449.63 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹117.82 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹300.05 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹975.1 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹74.36 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹924.05 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹132.39 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹893.77 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹142.64 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹368.94 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹997.03 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹496.1 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹798.12 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹572.74 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹53.77 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹369.83 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹398.17 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹825.57 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹201.88 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹47.47 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹856.33 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹497.65 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹908.53 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹371.88 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹960.15 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹73.55 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹615.43 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹619.02 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹677.64 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹684.16 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹536.37 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹47.22 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹704.44 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹512.02 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹36.04 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹811.65 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹900.37 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹644.51 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹355.85 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹945.18 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹201.79 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹73.0 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹769.57 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹930.11 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹554.98 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹826.59 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹362.82 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹946.8 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹192.28 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹383.41 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹132.83 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹904.32 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹944.63 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹524.5 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹976.75 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹508.94 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹565.86 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹151.62 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹394.88 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹404.22 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹564.82 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹722.21 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹16.05 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹666.31 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹346.73 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹138.42 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹663.53 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹150.78 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹503.25 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹576.57 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹204.6 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹410.72 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹50.38 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹400.31 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹301.7 by applying standardization and process control."
